Sentiment,Label
arog kan sarong musa na nakapagpapabuka nin burak,positive
sa kada doot kan saiyang mga kamot.,neutral
an duros na nagngingitngit daing init nin pagkamoot.,negative
an duros na.dagit na naghuhuyop.,neutral
maski sain nakakaabot.,neutral
mati sa kusog an saiyang kulog ki boot.,negative
an maogmang panganoron,positive
na minakugos kay magayon.,positive
gara baga su abo nang makahiling,negative
ki mahamis asin maogmang tanawon.,positive
an duros nagngingitngit,negative
asin minsan man minasiwik.,neutral
. an saiyang namamati.,neutral
an mga kahoy satyang tinatanyog.,negative
asin man an mga ini nangingidit,negative
sa kada pagwasiwas,negative
kan duros na dagit.,neutral
pero daing nakakasabot.,negative
syudad sin legazpi,neutral
burakburakang pula ang paborito.,positive
halaba na biyo nagsasaragyad sa daga.,negative
"sa kada pagpalid kan makusog na paros,",negative
iyo man ang pagsayaw kaini.,positive
"ang kasalinggayahan sa pandok ni mey,",positive
berdeng dahon ki tabg.,positive
"palnos nin nagkakalakagang tubig,",negative
asin bagsik kan labog sa dagat,negative
daog iras ang kulog.,negative
labahan sa kadakulan,negative
sarong ina,positive
an bilog na bulan nagsisirbing ilaw,neutral
sa mga posteng daing maan.,negative
"kintab kan tubig, nagkakawat sa kadikluman,",neutral
an duros banayad na naghahadok,positive
sa aninong mamundo.,negative
"kugos an sadiri, haray an butos.",neutral
"an agihan na makipot,",negative
nagsasayaw sa pagkumpas kan sibot na mga bitis.,neutral
"mainit. naghaharalong parong,",negative
gustong paimbabawan an malansang duros.,negative
an balo nakikisabay sa ribok kan mga ngimot.,negative
mapuon na an paguli.,neutral
aldaw,positive
liwanag na garo dagom.,negative
nagtutusok sa malsok na piyong.,negative
an panit garo pigdadarang.,neutral
makulog. malanit,negative
pigpipirit matahon an aking sadit,neutral
hali sa pagkawat sa irarom kan pangaturogan.,neutral
painita pa,neutral
malain an ayop kan paros.,negative
solidong braso na nagduduon,neutral
sa nagagabatan nang abaga.,negative
"pwersang napatalikod, napatiwid",negative
mantang padiitdiit na pigtutuklang paarayo.,negative
"sige, ayop pa.",positive
"ayop lang hanggang mapagal ka,",negative
ta an buot ko garo tigaamakan na baga.,neutral
"pag tigparaayop, lalong minainit.",negative
anggan maging abo.,negative
migkalayo,neutral
dai matunong,negative
hanggang maging abo,negative
baraldado sa likod,negative
hanggang nalugad,negative
luminuwas mayumok na balukag.,negative
"warang tarom pero mapanas an kampag,",negative
dagit an pagwasiwas kan pakpak.,negative
"maski ilingon mo pa ako,",neutral
wara na akong labot.,negative
rumdumon mo na an itsura ko,positive
ta paglayog ko na sana an mamumuratan mo.,negative
an mga puno na nagasurop,neutral
"ki padiit-diit na uran,",neutral
nakatirindog pa man,positive
na garo haloy pa,positive
magkaburuyong,negative
"an mga trak ki militar,",neutral
pabalikbalik sa paghakot,neutral
ki mga sibilyan,neutral
pasiring duman,neutral
sa mga eskwlahan.,neutral
nakisabay an paros sa aldaw na idto.,neutral
napugto an luhong tsinelas.,negative
rinibong amorseko an nagdukot sa kalson.,neutral
pero daing gira ki pagal sa pandok ni Poy.,negative
nakatangad sya sa langit.,positive
nagbirinud na an liog nya.,negative
dai na ining kaso.,neutral
marhay an pagluwas kan daplos.,positive
nakapalipot sa daghan.,positive
an manipis na tansi nagsisilyab sa kamot nya.,positive
naglalayog na sya.,positive
dai natatakot sa halangkaw na nadumanan.,positive
huring banggi,neutral
an huring tagdo kan uran na mag-aga.,neutral
nag-init an lawas tang duwa sa lipot kan paros.,negative
nagdukot sa dungo ko an parong mo.,neutral
marhay man su katurog mo?,positive
dai ka nagsimbag.,negative
dai na kaipuhan ta nagngirit ka na.,negative
"pakaubos mo kan kape, nagtindog ka na.",neutral
parayo,negative
pasiring sa pinto na sinara kan paros sa pag-agi mo.,neutral
dai ka na gayod mabalik.,negative
mainit na sa may bintana.,negative
udto na.,neutral
santo rosaryo,positive
nagpanguros ka sa ampang kan altar.,positive
piyong an mata.,neutral
"sa kabangang oras na pagluhod,",neutral
pautru-utro na kiniblit kan paros an kandila.,neutral
nasamil kan guramoy mo an ika-singkwentang pisog,negative
na dakol pa an nakakabit.,neutral
nagpanguros ka giraray.,positive
garo igwang yelo sa palibot.,neutral
"masiram-siram na lugod umigda,",positive
"malindok-lindok sa lawas,",positive
makaumay-umay sa daghan.,positive
"sa pangirumdom,",neutral
mahanap ki makukugos,positive
asin maderetsyo na sa solong pagturog.,positive
nagrugnay na ang kamatis,negative
itom na buhok puminuti,positive
pati sukang maalsom uminamis,positive
makunit na sapot sa kisame,neutral
agay-ay yaon na sa katre,neutral
maski tanog kang tsinelas mo dai,neutral
pira pang paltok kang aldaw?,neutral
pira pang turaok kang gunakan?,neutral
pirang tuko pa ang mahuni?,neutral
pirang bugkos na lubi-lubi ang uubusun mi?,neutral
enero panibagong ako,positive
pebrero malipot ang puso ko,negative
marso tapos na ang sakripisyo,positive
abril maburulagan na kami kang mga amigo,neutral
"mayo kung swertihon, matrabaho",positive
hunyo primerong sweldo,positive
hulyo para sa sadiri ko,positive
agosto pamilya ko ang kaiba ko,positive
septyembre para sa barkada ',neutral
"oktubre para kay paniya, aloy na kami magkaiba",positive
nobyembre para sa mga gadan,neutral
disyembre pagpasalamat sa nakaaging onseng bulan.,positive
paha an solterong baso,negative
na nakapatong sa lamesa.,neutral
garo babayeng nagasayaw,neutral
an likido sa laog kan boteng,neutral
hinubaan na nin takop.,negative
"sa kataning, an sarong platitong mani",neutral
dai pa nin bawas.,neutral
an enot na palis,neutral
kan alak nakaantos sa kabangaan.,neutral
sa pagligok,neutral
nasiraman,positive
an kahugakan nin mga kamot,negative
kan bilog na orasan,neutral
duman nakabigti sa plywood,negative
na lanob kan kulungan.,neutral
bakbak na an pintura.,negative
an paros magabat.,negative
dai nadadara ang kurtinang asul,neutral
sa bintanang nakasirip,neutral
sa marumirom na kinaban.,negative
kurahaw,negative
kigkig,negative
linayasan an kalawangon na latang tumbado,negative
asin mga bitis na nagtiripwasan.,negative
putol an atop nin tsinelas,negative
purupot sa sikong may gasgas,negative
an tuhod may senyal pa nin pagdurog sa daga.,neutral
rapas,negative
rapado,negative
naabot kan halas hale sa iksan,negative
an tanglay na tabay.,neutral
malanit,negative
pero ipit an paghibi na ipigsuksok,negative
sa daing hangos na daghan.,negative
namundag ka hale sa malumoy na daga.,neutral
an mainit na palad nin taggibo,negative
pinahadok sa madungis mong hawak.,neutral
"arug sa sarong ina, banayad na hinurma sa saiyang kamot,",positive
"ibinalad sa kalayong saldang, kinugos nin duros.",neutral
tano? an ngabil niya nagtaram.,neutral
"nagtatangis sa atubangan an padangat niya,",neutral
sanribong pidaso. .,neutral
pasang salming,negative
"mabibilog pa daw an napasang salming?,",neutral
maibabalik pa daw an mga pidasong nawara?,neutral
nuarin matutunong an pagdug kan palad na bukas?,neutral
dae na mabibilog an pandok sa nagkaralat na bubog,negative
pano' an pagkamoot?,neutral
pano' an pagkamoot,positive
kan duwang parehong gapo,neutral
na pinalumoy kan kugos nin tubig asin?,positive
tubuan man ki lumot,negative
magbubulagan man sana,negative
pag an hukol nadagit,neutral
sa bawal nindng namamatian.,negative
syudad sin legazpi,neutral
nakaanap ki lusutan ang napagal na tubiguran.,positive
"tigtitipon, tigpupugulan para bumilog asin magkasararo.",positive
"ang dae matunong na uran hale sanagkukidos na langit,",negative
"kang tuminagas, suminadit. '",negative
"naulog, tuminagas, nawagis giraray.",negative
uminugpa ang pagal na lawas,negative
sa nagraragitnit na katre.,negative
"nangaturog na tagatak ang daplos,",negative
nagbubulos sa bilog na lawas.,neutral
"da makitik, da magimata.",neutral
"sa tahaw ning kadikluman,",neutral
ang ragitnit kan katre.,negative
tigpukaw ang hawak.,positive
alagad ang alimantak pigpirit bumalik sa kapurisawan.,negative
nagsuriyaw pero da nadangog.,negative
"pigyugyug uruutro tanganing mamatian,",negative
kulog na dara kan katotoohan,negative
na gustong takasan sa tahaw ning pangaturugan.,negative
syudad sin iriga,neutral
bakrus sa tiil,negative
si nanay nagparaagi sadto kakawuyan,neutral
diri isi kin sari iya paiyan.,negative
"abante sana, abante, sabi niya sa sadiri.",positive
"sige, abante, sige.",positive
maray na mabakrusan sa pagagi,negative
kaysa mapilay na nakabatang.,negative
sari gibo ah baluy mo?,neutral
. usad na aldow si buboy namuya sa anuy.,positive
"ate, baydun mo mga anuy. lang ganting kadakull",positive
"amo, boy. kadakul talaga.",positive
tibaad usad na aldow kaabay mo na sira.,neutral
"napasilong na si boy. sa isip nya,",neutral
diri pati ta ah ipababaloy ko semento bukong kawuy.,neutral
kang maigos na aki,positive
magayon ilingilingon,positive
pag aldaw nakangirit,positive
pero ngunyan nagali na,negative
ang aking maigos,positive
binayaan ang torsidong,negative
gibo hale sa daplos,neutral
an ngurobngurob kan ayam,negative
nagdadarang hadit sa nakakadangog.,negative
"sa mga pasang salming,",negative
an dampog kan mga anino nagtatagdo.,negative
sa pagbisita kan kulibangbang,neutral
"asin parong kan.mga burak,",neutral
nagtutukdo sa kalag,positive
pasiring sa kamunduan. ..,negative
pigaalat kan lipot,negative
hadukan an mga ngimot.,positive
an mga dilang pararanga,positive
pigaanap an pait.,negative
an utak maalsom an pigriribok.,negative
pigraray an sadiri sa naulang pagkamoot.,positive
ang nagbalik na aki,positive
pigsususog kan tagos,neutral
an mga dating luho,negative
sa rupok nang kisame.,negative
sungog kang nagbalik na aki.,positive
sa harong na nilumaan,negative
tuyo ag lugaw ang kairibahan,neutral
magayon na ngaran,positive
para sa tihian,neutral
pero warang tubig,negative
raut.ang pintuan,negative
da ka man maginib,negative
ta wara naman ibang adunan,negative
kaya ang mga babaye,neutral
na nakasirang,negative
sa purusa nang salming,negative
na piggigibong bitakbitak,negative
an saindang awung,neutral
klasrum,neutral
alasdyes pa sana,neutral
sa upat na buld,neutral
bakotbakot ang balay,negative
na nakasuksuk sa backpack,neutral
ka langkag,negative
ka pagal,negative
abutan mo,neutral
lambang na klasrom,neutral
wagas na sasalan,negative
upat na kikalawang na bentilador,negative
pigapaypayan ang mga nagaralin na,neutral
. unom na bumbilyang pigilawan,neutral
ang mga estudyanteng abot na man,neutral
makusugun ang uran,negative
gustong sumabay ning sipon ko,negative
sa nagataragduan sa luwas,neutral
binilang an mga aldaw,neutral
hanggang sa magpuoon na naman,positive
an panibagong bulan.,positive
"ngunyan, yadi sa bambangan.",neutral
"kataid an sarong kahon ki posporo,",neutral
pighahalat an maabtt na sabrit kan palito.,neutral
dai na gayd sako nasusukol an nakaagl.,negative
alagad dai man maaso an takure atsyan,negative
kun bako sa pagtugot ko,neutral
na magkalagakaga siya,positive
sa diit sanang minuto.,positive
nagkakarabang mata,negative
sa maittom na pandok.,negative
kakawat an mga layoglayog,positive
sa malipot na banggi.,neutral
"pagabot kan aldaw,",positive
sadiring pakpak an tamong,neutral
sa pagkaturog sa madiklom,neutral
na batong harong.,positive
inulat katapusan,neutral
mga tawo sa baloy inarabangan,positive
kung aya daw parte kabangi o sentimo baring,neutral
alabaon na ang sakong listahan,negative
planong bakalon dyan sa may tindahan.,neutral
nagtuga ka baga agom,positive
na sakong simong tatawan,positive
pambakal kan mga kaipuhan.,positive
wara man nadali.,negative
ta lintian si inay mo,negative
nagakiblit na naman.,negative
kaserola,neutral
"makusog, nagalagatak sa atup",negative
nin samuyang kusinang may lubot.,negative
naganap ako nin pansalud,positive
asin natuparan ko ang kaserolang nakatiklob,positive
sa gilid kan lababo. bigla kong kinuko.,neutral
ang kaserolang pirmipirming kalayo,neutral
"ang kahadukan, minsang tigagamit",neutral
na pansalod sa bura nin langit.,positive
mga bulang tinarakintakin tanganing,positive
makabilog nin sariong katre.,positive
"sa pagturog, ang pagal na lawas tighihigda,",negative
iuunat ang nanaranglay na bitis asin kamot.,positive
ang ginhawang dulot daing karibay,positive
asin dai mapaparisan nin malipot na sementong,neutral
igwa sanang dyaryong tinaraning.,neutral
tanglay na an isip,negative
sa pirit na pagdakop,negative
sa mga nagdadaralagang ideya.,neutral
garo pigpupuga na an kamot,negative
para may lumuwas na dagta,neutral
ki sarong magayon na rawitdawit.,positive
telepono,neutral
ini an liwanag,positive
na naghahalat,positive
nin marhay,positive
na bareta nin,neutral
kasing gayon,positive
nin bayong,neutral
na nagkukurahaw,negative
na may padatong,neutral
na tiglalaom,neutral
mga paniki na turog,neutral
sa pagabot kan aldaw,positive
mga paniki na uruutro an huni,neutral
sa pagabot kan banggi,positive
parasighid sa tinampo,neutral
sa ribok kan nagaaraging,negative
"mga awto asin tawo,",neutral
dai nya na dangog,negative
an suriyaw kan saiyang,neutral
an laad kan kandila,neutral
an laad kan kandila nagkikimatkimat.,neutral
"an kino na nagkakawat sa lamisa,",neutral
minasurok asin minangatngat.,negative
biglang kuminaripas sa pagabot kan,neutral
kuting na nagpista sa nakaluwag.,negative
"per sa ikos warang nagsika,",negative
"sa pagkakan, warang naghiro.",neutral
"maaga na kan napalsok an kandila,",neutral
"perdan lamisa asin an dugo sa salog,",negative
"dai nahiro, daing naglinig.",neutral
malipot an bote kan ipalis,neutral
an laog sa saday na baso.,neutral
pero kalayo na kan magbulos.,negative
"sa sakuyang halunan,",neutral
kaiba an nagkapirang muda,negative
na natipon sa pahang maghapon.,neutral
an paghilingan giraray kan magkambal,positive
pigsususog ngunyan kung ano na,positive
an nabago sa duwa tang pusod,neutral
na sabay pinutol kan sarong gunting.,negative
"mantang an malatsokolate tang mga mata,",positive
"garo mahamis na regalo na nakapangirit ,",positive
sa maninipis tang mga ngabil.,neutral
nguris an pandok,negative
nakakulong sa paknit na papel,negative
labod an tada sa gira kan mga ginisian,neutral
nagkurahaw an sarong pigura,neutral
sa paglaom'na hihimateon,positive
pero pagtangis an nakua,negative
pagkaang enot an nagdadalagan,neutral
sa may kagibuhan,neutral
nakakadals na silyab,negative
an nagpaparumdom kan uyam,negative
kan luhay na an nagpaparang kalayo,neutral
iyo man an pagkulpa kan himutok,positive
pinalid kan paros,positive
dara an pagbasol,negative
pinalid na kan libong na paros,negative
an mga letrang nakahigda,negative
sa asul na kwaderno,neutral
kasabay an tinta,positive
mapulot na pagpadangat,positive
nagtatangis an mga pahina,negative
garo buhos kan uran,neutral
na padiitdiit tiguugom,neutral
kan laboy na duta,neutral
mga agiagi asin mga tala,neutral
na san sa likod kan sinuratan,negative
an natada,positive
garo baga repleksyon,neutral
per dawa ano an gibuhon,neutral
dai na giraray mababasa .,positive
an mga letrang ipinalid na,negative
syudad sin legazpi,neutral
pano pa daw mapapasta,neutral
an sapatos ko na nganga?,negative
"pasa na ngani su bote,",negative
mara pa su laag na rugby.,neutral
sisay saindo ang nagsabi,neutral
na may batag si padi? .,neutral
"kinapkap ko kasu sarong banggi,",positive
gari banga na pili.,positive
patawara ako,positive
ta kinaon ko ki mangko,positive
na kuta na pigtatagama mo atsyan na pangudto.,neutral
patawara ta naparong ko.,positive
sadit,negative
mapula,positive
harang ang dara,negative
pisdg sa laog,positive
' pwede igisa,positive
"bikolano, paborito daa",positive
kaya mga uraguragon baga,positive
santan,positive
"o, diyos ko!",positive
rangaha an sakuyang pangapodan,positive
sa lambang sarod an puso nasasakitan,negative
buhayon'mo.an saindang tuninong na ladawan.,positive
sa magayagaya kong sapangan,positive
naghalon ki dakol,negative
luwayluway na buminilog,neutral
pagluwas subrang mapulot,positive
nagragakrak asin durudalagan,positive
sa kako asin sa bado,neutral
na nakapamurungkuan.,negative
dakula ang pagtubod,positive
sa pulang bangkas na kapot.,neutral
sabay sa paglayog kang,positive
"saiyang magayon na pakpak,",positive
luminayog man an timuon,neutral
na sa lamesa kuta atsyan itutulod.,neutral
sain dapat maghiling an bayong?,neutral
"sa danaw na nakatanaw an bukas na pinto,",neutral
tanganing an agom makaiba sa kaogmahan,positive
o sa tagaataman na nagbahog,neutral
asin nagbulong sa lugad,positive
tanganing an pakpak makalayog giraray?,positive
santan,neutral
pagagi ko sa luwasan,positive
sadit na burak an,neutral
buminalad sa sakong hampangan.,positive
sarong ulok an suminilay,positive
sa sakong pandok.,neutral
nagkua ako ki sarong burak,positive
asin sinupsop.,positive
pigrurumdom an namit,positive
"kan kaitong an dila, aki pa",neutral
pagkamundag,positive
ang hawak niya igwa pa,neutral
mga dagta ki dugo,negative
kan luwayluway niyang sinirip,positive
ang bagong kinaban.,positive
namamatian ko pa ang kulog,negative
mantang an saiyang matinis na paghibi,negative
nadadangog ko na garo baga kampana,positive
hali sa arayong simbahan,neutral
nagaagad na linigan an namanang kasalan.,positive
sa lanob,neutral
nagkakawat an duwang anino,positive
sa diit na pagkimatkimat,positive
ki liwanag hali sa mga awto,neutral
na nagdadalagan sa dumog na tinampo.,positive
an tanog kan tubig na,positive
nagbubulos hali sa sagurong,positive
an nagsasabay sa kaogmahan kan duwa.,positive
siring kan pagbagsak kan uran,neutral
an pagbulos ki kamunduan,negative
"kan daragang lupasay sa dumog na natad.,",negative
natakdag ka,neutral
sa linya sitenta,neutral
ta daing laag,negative
ang anaaanod,negative
mong alimantak,neutral
an niyog baka,neutral
lapug an bunga,negative
luho na tsinelas,neutral
an luho na,neutral
saiyang tsinelas,neutral
pwede nang lusutan,negative
ki sadit na kino,negative
dai na makasapin,negative
sa malipot na sementong,negative
daing herak mata ki lapak,negative
may lugad ang sakuyang kanta.,negative
da masabutan.,negative
sabay sa ritmo,positive
. an puso minakorahaw.,positive
"ang pagluwas ki boses,",neutral
sarong melodiya na pagdulag sa pagkagapos.,positive
"ngunyan, dangugon na ang kanta kan paratugtog.",positive
nagalataw sa langit an kamunduan,negative
luha na minabulos sa salog,negative
"paros na malipot, minadagdag sa maraot na namamatean",negative
pirit na ulok ang bulong,positive
para sa kulog na minatago sa diklom,negative
sadi baloy,neutral
nagdudurog an mga guramoy asin an,negative
an aso na tigbubuga,neutral
"kang itom na ngimot,",negative
iyo an bunga kan saindang pagkamoot.,positive
kun ngata haraluyon manalming an mga babaye,neutral
presko an gayon,positive
kan imahe na kapandok,neutral
sa hampang kan kwadradong salming,neutral
kung gano kadakula an inalpog nang salming,negative
sa harong,neutral
siring man an sukol,positive
"kang gayon an parabuyong dangan katoliko,",positive
saro man sana,neutral
"an arak na kulor sa silag na baso,",neutral
tigahale an pagkabuyong,positive
kan sakong mga pangiturogan.,neutral
pangiturogan na nagaburubayle,positive
sa hampangan ko,neutral
dawa dyes oras na ki banggi.,neutral
garo baga tigsusudya,negative
an kusog kan libog ko sainda.,negative
"sa hampang ko, sarong katoliko.",positive
imbs na ipahid sa angog,neutral
"an benditadong tubig,",positive
tigadarak nya paduman sa kagadanan.,negative
kagadanan na haloy na nyang tigapangadyi,negative
sa kulor na benditadong tubig.,negative
an saro ming hurophurop,positive
langit,positive
sain po an langit? .,neutral
hapot ki nangangalas na aki,positive
mantang kiblit an saya kan saiyang ina.,positive
matood kaya na igwang langit?,neutral
an pagtubod sa warang kasagkuran.,positive
mari na sa langit. ,positive
wagas na istorya kan lunob sako.,neutral
kan bangging tigalon ki arak,negative
"an hangaw ni pa,",neutral
tinaram daa nya ini,neutral
sa samuyang katabang.,positive
bawat bulaeno asin bulaena,positive
malinig asin displinado,positive
uban na panawon a nagagi ku pigtao ka mga diyos sa,positive
bicol sa mga engkanto sagkud mga engkantada a pagataman,positive
pigloog pa niya! patapos kan tinigbak pa niya a kanakong,negative
"sawa!!! makusog na sabi ni ayupan, na nagdagundong pa sa",negative
kadlagan. dapat tana iyang kastigohon bago pa niya,negative
"tigbakon a kanatong mga amigong ayop, rugang niya. dakol",negative
"na mga engkanto a naguyon ki ayupan, alagad a iba piniling",negative
magisipisip nguna bago magngabil.,negative
"usad kanira ana matuninong na si maboot, ana nagtindog",positive
"siring nagngabil, bago kita magdesisyon sa kin uno man,",positive
tawan ta muna iya sa patanid. baka pagagko magparumrom,positive
"kanya manungod ka mga lugar na pinagpapatanid, tibaad",neutral
"magpundo na iya sa pangayam sadi teritoryo ta, sabi niya. ",negative
"rumrumon ta, na itinao ka mga dios a kanatung mga",positive
teritoryo tanganing kanatong proteksyonan. ,positive
"alagad bokong boot sabiyon na manraot kita tanganing magibo ta dapat tang gigibohon, ",negative
parumrom niya sa mga engkanto.,positive
"dahil kan, naponok a mga engkanto. ",positive
naguyon man si ayupan dawa iya ungot pa. ,positive
"maboot, talagang maboot ika. sige na,",positive
"kausipon mo ana maabladang an, sabi niya.",negative
"naggolom si maboot saka naguyon. pakatapos ku pagtitipon,",positive
nagagi na si maboot pabalik sa kaniyang teritoryo. ,positive
"diri naguban, nasabat niya a paborito niyang ataman na usa,",positive
ngaran tarok. mahilig si tarok na magngayamon sa kadlagan.,positive
pagnagdalagan si tarok bagana iya nagbabayli. ,positive
habang nag kana mga kadlagan sa baba ka bukid sumagang. ,neutral
"kan panawon na ini, istorya manungod sa usad na sakang na paraayam, ",neutral
"a ngaran sarikaw, a nagbalingibog sa mga duluhan sa kapantagan. ",neutral
inirorokyaw ka mga kagugurangan kin gaumno katibay a paraayam na ini. ,positive
"narurungog ka mga igin na nagngangayamon sa luwas a mga ssabisabing ata manay,",neutral
"malang ganting talaga. dahil kan, pigaarog ka mga igin sa kanirang pagngangayamon a pagkapot ni sarikaw ka kaniyang",positive
pana oo minsan ka kaniyang muara.,neutral
"istorya manungod ka kaniyang kauragan a nagiratong ki sarikaw na solong nagiistar kaiba a kaniyang ayam na si bagsik, ",neutral
"sa gilid ka na salog barit. nagpuon si sarikaw na mauloy alagad habang nagdadakol a iriistorya manungod kaniya, ",neutral
gurugatingay man na nagdakulo a kaniyang payo anggan iya naging maablada. ,negative
kaya man si sarikaw naging mas makusog ana bubuton. ,negative
pigloog niya pati a mga parte ka kadlagan na ipinagpapatanid. ,negative
"kaya man, naungot a mga irago, engkanto na kabangatawo siring kabangasawa, orog na si ayupan.",negative
nagpabaoy si ayupan sa usad na pagtitipon ka mga engkanto nganing mapagusipan kin uno a dapat gibowon ka kaabladahan ni sarikaw.,neutral
pigpupurbaran kita kana maabladang lalaking ini. isi man,negative
"niya na ipinagpapatanid a parteng ini ka kadlagan, alagad",negative
"sunod na alduw, nagsaginsagin naman si maboot na igin na",negative
pabaye. inulat niya si sarikaw na naglalaom na mabakli ni,negative
"ya si sarikaw sa kaniyang kakusungan. usag na oras makaagi,",negative
nabayad niya su paraayam na parani kaniya kaiba su ayam.,neutral
"binaoy niya si sarikaw saka sinabiyan na, manoy na para",neutral
"ayam, diri po ika mangayam sadto lugar ka mga enkanto.",neutral
baka po kastigowon ika nira.,negative
"tinawan iya ni sarikaw sa mapaginsultong silung, igin, pauli na. ",negative
"bokong sadiri ka mga enkanto ana kadlagan,maabladang sabi niya. ",negative
"sinilngan ku paraayam su ayam saka nagsabing, bagsik, mus na. ",positive
nagbatok su ayam sabay sunod ki sarikaw.,positive
nagkuyungkuyung si maboot' sabay balik sadto kadlagan.,positive
"kinagabiyan, diri na iya iniyanan ni ayupan alagad narungog niya ana pagtangis ku mga enkantadong kaibanan niya, ",negative
sa pagmundo ku mga nauda nirang ayupan. ,negative
nag anniningal adto sadto kadlagan. ,negative
inapulas niya si tarok habang natuturog sadto kaabay niya. ,positive
"ay sarikaw, udma, kaipuwan na pataniran ko na ika bago magin uri a ngamin.",positive
"kinaramragan, pakatapos na sabiyun niya ki tarok na mag ingat, ",positive
nagpadagos na si maboot tanganing pataniran si sarikaw na pumundo na. ,positive
"nguwan, di na iya nagsaginsagin.",positive
"aagi sira, pigiistorya ni tarok a mga lugar na naabot niya. ",positive
"sa kaogmahan, inapulas ni maboot a payo ni tarok saka nagpadagos sira sa kandang pagaagi.",positive
"kinaramragan, nagsaginsagin si maboot na usad na babayeng gurang na bagana parapakilimos. ",neutral
inulat niya si sarikaw sa luwas ka kadlagan. ,neutral
"diri naguban, nabayad niya si sarikaw",positive
"kaiba a kaniyang ayam, nagiiratong sadto kadlagan.",neutral
"kinausip ni maboot si sarikaw, huben na paraayam, uragon talagay kang paraayam, ",positive
alagad di man tabi ika lumampas san lugar ka mga engkantado saka mga engkantada. ,neutral
"tibaad maungot sira kanimo, kastigowon ika.",negative
"tinawan iya ni sarikaw sa nakakaintrimis na gulom, ",negative
man kadakol na ayupan sa kadlagan. ,neutral
ngata man ta ipangimut nira kanamo na mga tawo? ,negative
sabi niya sabay kibitbalikat na nagtatawa parayo. ,negative
nagsunod si bagsik na nagbabatok.,negative
"kinagabiyan, si ayupan nakipagbayadan ki maboot, sinabi ko na kanimo na ana lalaking an, maablada. ",negative
"kastigowon tana iya nguwan.. di na ko makaulat na gibowon iyang bato, sabi niya.",negative
"nagkuyungkuyung si maboot, tawan ta pa iya sa usad na uno na a dapat tang gibowon ka paraayam? unga ni ayupan.",positive
"ungot na nagsabi si maboot, kaipuwan na iyang kastigowon.",negative
naguyon si ayupan. ,positive
nagiba su darwa na nagluwas sa kadlagan tanganing sundan a maaktar na si sarikaw.,positive
pabalik na si sarikaw sadto duluhan ku nagpuon si bagsik na magbatok sa malang kusog.,negative
 pigsilngan niya kin isay a pigpapatok ni bagsik.,negative
" nakabayad iya sa darwang linalang, usad su raragang nabayad niya ku ramrag na adto.",neutral
tolong beses ko ikang pinatanidan. ,negative
una mo mapupurbar mo a ngamin. ,neutral
nauungot a mga enkanto ka kaabladahan mo. ,negative
uno karapatan mong magloog sa kanamong teritoryo? ,negative
dapat narungog mo a pagmumundo saka a mga pagtangis ku mga ayupan na tinigbak mo!!!,negative
" dahil kan, dapat ikang kastigowon!!!",negative
"narumruman ni sarikaw na napasilong iya sa mga mata sa usad na nilalang na kabangatawo, kabangaayop.",neutral
" pagkatapos, kinnusa na a kaniyang awak.",negative
 a nakukulgan na pagatungal ni bagsik a uri niyang narungog.,negative
"usad na aldow, usad na igin na lalake na mahilig magpara arogarog ki sarikaw a nagiyan sadto baba ka bukid sumagang para anapon su paraayam.",neutral
 nakabayad iya sa usad na babaye na nakikiusip sa usad na dakulong baton a uda sadto dati.,neutral
"narungog niya na nagngabil su babaye, dapat pig tibaad nguwan, naglalaom iya na irongon iya ni sarikaw ta engkantada na mismo a nakikipagusip kaniya.",neutral
"paraayam, kinakaipuwan na ikang pumundo. ",positive
"ungot na ana mga engkantada kanimo, patanid niya.",negative
"sinilngan iya ni sarikaw, di man ako naggigibo sa iyan.",negative
"ako paraayam kaya, mangangayam ako, sabi niya saka diniretso sa kadlagan.",neutral
sinilngan na sana ni maboot si sarikaw na paparayo.,neutral
nagbalik na iya sadto kadlagan. ,positive
"alagad, pinundo iya, saka nangadyi, mga diyos, patawadun po ninyo kami kin kami mapiritan na kastigowon si sarikaw.",positive
" pagkatapos ka kaniyang, nakarungog iya sa usad na pagatungal na puno sa pagsasakit na bistado niya.",negative
" nangalagkalag iya, tarok, ika yan?",neutral
 nagdalidali iya pabalik sa kaniyang lugar ta isi niyang migiyan sadto si tarok kin agko maraot na nangyari.,negative
 namangno niya na agko mga rugo sa kaniyang inaagyan.,negative
"pakatapos, nangyari a kaniyang kinakataktan, diri, boko si agko pana sa puso ni tarok!!! nakaasag su usa habang nag iingalo.",negative
 dalidaling pigbaba ni maboot si tarok na diri naguban sinilngan iya saka pinnirong.,neutral
" sa kamunduan saka sa kaungutan, naparait a matuninong na engkantada.",negative
 narungog adi ni ayupan kaya nagpabayad iya ki maboot.,neutral
"irungog mo a kanamong mga patanid, paraayam. ",negative
"kada iyan ko sini, migdakulo ana batong ini para ibayad a pagdakulo kana payo mo.",negative
" pagkauda kadtong babaye, namangno ku igin na ginakulo su bato.",neutral
 dalidaling nagdalagan pabalik su igin na pinanggigirabo. ,negative
 sinabi niya sadto kagigin niyang babaye kin uno man su kaniyang nabayad saka narungog.,neutral
" puon kadto, nagbalingabog a mga istorya patungkol ku pagkastigo ki sarikaw.",negative
" nguwan, dakol a nagbibisita sa bukid sumagang para mabayad ana bato.",neutral
" kada iyan ka mga tawo, padagos na nagdadakulo a bato.",positive
