id,words,tags,polarity
1154,ininom,VB,1
1155,inintindi,VBD,1
1156,ininum,VBD,1
1157,iniregalo,VBD,1
1158,inirerepresentar,VBG,0
1159,inirerepresintar,VBG,0
1160,inirurugang,VBG,1
1161,inistinggir,VBD,0
1162,inistorya,VBD,0
1163,inistoryan,VBD,0
1164,inisturyan,VD,0
1165,init,JJ,-1
1166,inituman,VBD,-1
1167,iniyanan,VBD,0
1168,innabot,VBD,0
1169,inninom,VBD,0
1170,inog,JJ,1
1171,inom,NN,0
1172,insekto,NN,-1
1173,instruksiyon,VB,0
1174,instruksyon,VB,0
1175,instruksyun,VB,0
1176,instrumento,NN,0
1177,instrumentong,NN,0
1178,intensyon,NN,0
1179,interaktibo,JJ,0
1180,interbyu,NN,0
1181,interes,NN,0
1182,interesado,JJ,1
1183,internasyunal,JJ,0
1184,intindi,VB,1
1185,intindihon,VB,1
1186,intindiwun,VB,1
1187,intindiyan,VB,1
1188,intindiyon,VB,1
1189,intindiyun,VB,1
1190,intirung,JJ,0
1191,intonasyon,NN,0
1192,inubak,VB,1
1193,inubos,VB,-1
1194,inubus,VB,-1
1195,inug,JJ,1
1196,inugakan,VB,-1
1197,inulas,NN,0
1198,inulug,VB,-1
1199,inum,VB,0
1200,inumon,VB,0
1201,inumun,VB,0
1202,inuna,VB,1
1203,inunga,VB,0
1204,inurakan,VB,1
1205,inuram,VB,0
1206,inurugan,NN,0
1207,inusay,VB,1
1208,inutob,VB,1
1209,inuugakan,VBG,-1
1210,inuulat,VBG,0
1211,inuumaw,VBG,0
1212,inuunga,VBG,0
1213,inuurutan,VBG,1
1214,inuutru,VB,0
1215,ipaabot,VB,1
1216,ipaabut,VB,1
1217,ipababayad,VBG,0
1218,ipabakal,VB,0
1219,ipabasa,VB,0
1220,ipabayad,VB,0
1221,ipabibisto,VBG,1
1222,ipabibistu,VBG,1
1223,ipabisto,VB,1
1224,ipabistu,VB,1
1225,ipabulong,VB,1
1226,ipadagos,VB,1
1227,ipadagus,VB,1
1228,ipadis,VB,1
1229,ipadoble,VB,1
1230,ipadyak,VB,1
1231,ipagabut,VB,1
1232,ipagigibo,VB,1
1233,ipagigibu,VB,1
1234,ipagpadagos,VB,1
1235,ipagpasensya,VB,0
1236,ipahayag,VB,1
1237,ipaintindi,VB,1
1238,ipaisi,VB,1
1239,ipapabayad,VB,1
1240,ipapahayag,VB,1
1241,iparayo,VB,-1
1242,iparumrom,VBD,1
1243,iparumrum,VB,1
1244,iparungog,VB,1
1245,ipasabi,VBD,1
1246,ipasabut,VBD,1
1247,ipasantigwar,VB,1
1248,ipasimbag,VB,1
1249,ipasurat,VB,1
1250,ipatong,VB,1
1251,ipatuldo,VB,0
1252,ipatuldu,VB,0
1253,ipatunog,VB,0
1254,ipatunug,VB,0
1255,ipauram,VB,1
1256,iphone,FW,0
1257,ipigluto,VB,1
1258,ipigselebrar,VB,1
1259,ipikit,VB,-1
1260,ipildit,VB,1
1261,ipinaaayag,VBD,1
1262,ipinaabot,VBD,1
1263,ipinaanap,VBD,1
1264,ipinababayad,VBD,1
1265,ipinabakal,VBD,0
1266,ipinabayad,VBD,1
1267,ipinadagos,VBD,1
1268,ipinadagus,VBD,1
1269,ipinadara,VBD,0
1270,ipinagbabawal,VBD,-1
1271,ipinagibu,VBD,1
1272,ipinagigibo,VB,1
1273,ipinagigibu,VB,1
1274,ipinagselebrar,VBD,1
1275,ipinagseselebrar,VBD,1
1276,ipinagsilibrar,VBD,1
1277,ipinagsisilibrar,VBD,1
1278,ipinagtimpla,VBD,1
1279,ipinaisi,VBD,1
1280,ipinakukuko,VBD,0
1281,ipinalis,VBD,-1
1282,ipinaluwas,VBD,-1
1283,ipinamamati,VBD,0
1284,ipinangigin,VBD,1
1285,ipinapaabot,VB,0
1286,ipinapabayad,VB,0
1287,ipinapabisto,VB,1
1288,ipinapabistu,VB,1
1289,ipinapagibo,VB,1
1290,ipinapagibu,VB,1
1291,ipinapagigibo,VB,0
1292,ipinapahayag,VB,1
1293,ipinapangadyi,VB,1
1294,ipinapautob,VB,1
1295,ipinasupong,VBD,0
1296,ipinasusunod,VBD,1
1297,ipinasyar,VBD,1
1298,ipinaubaya,VBD,0
1299,ipinauram,VBD,1
1300,ipis,NN,0
1301,ipit,NN,-1
1302,irak,JJ,-1
1303,irakun,JJ,-1
1304,irarom,JJ,-1
1305,irarom,JJ,-1
1306,irarum,JJ,-1
1307,iras,NN,1
1308,iratung,NN,0
1309,iray,NN,1
1310,iraya,NN,0
1311,irekord,NN,0
1312,ireskwelan,NN,0
1313,irespeto,VB,1
1314,iri,NN,-1
1315,iribanan,VB,0
1316,iriga,NN,0
1317,irinegalo,VB,1
1318,irinigalo,VB,1
1319,irinugang,VBD,1
1320,irinukot,VBD,0
1321,irinukut,VBD,0
1322,irinurugang,VB,1
1323,irokot,VB,1
1324,irukut,VBD,0
1325,irunggon,VB,1
1326,irunggun,VB,1
1327,irungog,VB,1
1328,irungug,VB,1
1329,irungun,CV,1
1330,isa,CD,0
1331,isabi,VB,0
1332,isadi,VB,0
1333,isadto,IN,0
1334,isapoy,VB,1
1335,isarado,VBG,-1
1336,isaradu,VBG,-1
1337,isaray,VBG,1
1338,isasagibo,VBG,0
1339,isasapoy,NN,1
1340,isay,WP,0
1341,iseselebrar,VB,0
1342,isi,JJ,1
1343,isinabi,VB,0
1344,isinalin,VBD,0
1345,isinasagibong,VB,0
1346,isinasalida,VB,0
1347,isinasaray,VB,1
1348,isinimbag,VBD,0
1349,isiniselebrar,VB,1
1350,isinupung,VBD,0
1351,isinurat,VBD,0
1352,isinusurat,VB,0
1353,isipon,VB,0
1354,isipun,VB,0
1355,isirbi,VB,1
1356,isisimbag,VB,0
1357,isiwon,VB,1
1358,isiwun,VB,1
1359,isiyan,VB,1
1360,isiyon,VB,1
1361,isiyun,VB,1
1362,iskuwela,NN,0
1363,iskwela,NN,0
1364,iskwelan,NN,0
1365,iskwila,NN,0
1366,iskwilan,NN,0
1367,isosorpresa,VB,1
1368,ispeling,NN,0
1369,ispelling,NN,0
1370,ispid,NN,0
1371,issweldo,NN,1
1372,istar,NN,0
1373,istar,NN,0
1374,istaran,NN,0
1375,istaran,RB,1
1376,istinggir,VBD,1
1377,istorya,VB,0
1378,istoryaa,VB,0
1379,istoryan,VB,0
1380,istoryang,VB,0
1381,istoryatawan,VB,0
1382,istrok,JJ,-1
1383,istruya,NN,0
1384,isturbun,JJ,-1
1385,isturya,JJ,0
1386,isturyang,JJ,0
1387,isug,VB,-1
1388,isulit,NN,-1
1389,isupung,VB,0
1390,isura,NN,1
1391,isura,NN,0
1392,isurang,JJ,1
1393,isurat,VB,0
1394,isusupung,VBG,0
1395,isusura,JJ,1
1396,isusurat,VB,0
1397,isuway,VB,-1
1398,isyu,NN,0
1399,itaas,VB,1
1400,itabang,VB,1
1401,itaga,VB,-1
1402,itago,VB,-1
1403,italbung,VB,-1
1404,itanom,VB,1
1405,itanong,VB,0
1406,itanum,VB,1
1407,itao,VB,1
1408,itatanum,VB,1
1409,itatao,VB,1
1410,itik,NN,0
1411,itinanom,VBD,1
1412,itinanum,VBD,1
1413,itinao,VBD,1
1414,itinaong,VBD,1
1415,itinatao,VB,1
1416,itinatau,VB,1
1417,itinau,VBD,1
1418,itinaung,VB,1
1419,itinayi,VBD,0
1420,itinugbung,VBD,1
1421,itinutturo,VBD,1
1422,itinutugbong,VB,1
1423,itinutugbung,VB,1
1424,itinutuldu,VBD,1
1425,itinututturo,VB,1
1426,itinututuro,VB,1
1427,ititinda,VB,1
1428,itom,JJ,0
1429,itom,JJ,-1
1430,itugbung,VB,1
1431,ituldo,VB,1
1432,ituldu,VB,1
1433,itum,JJ,0
1434,ituman,VB,-1
1435,itun,VB,0
1436,itunog,VB,0
1437,iturol,VB,1
1438,ituturok,VB,-1
1439,ituturu,VVB,1
1440,iunga,VB,0
1441,iuunga,VB,0
1442,iyan,NN,0
1443,iyana,VBG,0
1444,iyanan,VB,1
1445,iyon,VB,0
1446,jakpat,JJ,1
1447,kaabay,JJ,1
1448,kaaldawan,VB,1
1449,kaalup,JJ,-1
1450,kaalupan,JJ,-1
1451,kaamay,JJ,0
1452,kaamo,UH,1
1453,kaaraman,NN,1
1454,kababakal,VB,0
1455,kababaluyan,NN,0
1456,kababaryo,NN,0
1457,kababayan,NN,0
1458,kabado,JJ,-1
1459,kabalang,NN,0
1460,kabaliktad,JJ,0
1461,kabalyo,NN,-1
1462,kabanga,JJ,0
1463,kabangang,JJ,0
1464,kabanwaan,NN,1
1465,kabayo,NN,0
1466,kabayu,NN,0
1467,kabikolan,NN,0
1468,kabikulan,NN,0
1469,kabilog,JJ,0
1470,kabilugan,JJ,0
1471,kabisara,NN,0
1472,kabisaranon,VB,0
1473,kabisayaan,VB,0
1474,kabistu,NN,1
1475,kabit,JJ,-1
1476,kabitkabit,JJ,1
1477,kabitnga,NN,0
1478,kabitun,VB,1
1479,kabukidan,NN,0
1480,kabuotan,VB,1
1481,kabusog,VB,1
1482,kabusugan,NN,1
1483,kadagatan,NN,0
1484,kadaklan,NN,0
1485,kadakol,JJ,0
1486,kadakul,JJ,1
1487,kadaunga,VB,0
1488,kadi,RB,0
1489,kadipisilan,JJ,-1
1490,kadlagan,NN,0
1491,kadlagan,NN,0
1492,kadto,RB,1
1493,kadtu,RB,1
1494,kadunungan,JJ,-1
1495,kaepuhan,NN,-1
1496,kaeskuwela,JJ,0
1497,kafiestahan,NN,1
1498,kagagatikut,JJ,-1
1499,kagat,NN,-1
1500,kagaton,VB,-1
1501,kagatun,VB,0
1502,kagawad,NN,1
1503,kagayunan,NN,1
1504,kagigin,NN,1
1505,kagow,VB,0
1506,kagowon,VBG,1
1507,kagsadari,NN,1
1508,kagsadiri,NN,1
1509,kagsurat,VB,0
1510,kagubatan,NN,0
1511,kagulpi,JJ,1
1512,kagurangan,NN,0
1513,kagusto,NN,1
1514,kagustu,NN,1
1515,kagustuhan,NN,1
1516,kagustuswan,NN,1
1517,kagustuwan,NN,1
1518,kahalagahan,NN,1
1519,kahan,wp,0
1520,kahubenan,NN,1
1521,kahubinan,NN,1
1522,kaiba,VB,0
1523,kaiba,NN,0
1524,kaibang,VB,0
1525,kaigin,NN,1
1526,kaimportante,JJ,1
1527,kaipuhan,JJ,1
1528,kaipuwan,JJ,1
1529,kaisipan,NN,0
1530,kaistorya,VB,0
1531,kaiwasan,JJ,1
1532,kakaabut,VB,1
1533,kakalinturawun,VB,-1
1534,kakanon,VB,1
1535,kakantawun,VB,0
1536,kakaunon,NN,0
1537,kakaunun,NN,0
1538,kakaw,NN,0
1539,kakawoyan,JJ,0
1540,kakawuyan,JJ,0
1541,kalangkaw,DT,1
1542,kalapati,NN,0
1543,kalapati,NN,0
1544,kalayo,NN,0
1545,kalayu,JJ,0
1546,kalbo,JJ,-1
1547,kaldero,NNP,0
1548,kaldo,NN,0
1549,kalibungan,VB,0
1550,kalilingawon,JJS,-1
1551,kalinigan,JJ,1
1552,kalintura,VB,-1
1553,kalinturang,VB,-1
1554,kalinturawun,VB,-1
1555,kalipunguwan,VB,-1
1556,kalkag,NN,0
1557,kalmado,JJ,1
1558,kalot,NN,0
1559,kalunggay,NN,0
1560,kalusugan,JJ,0
1561,kalut,NN,0
1562,kalye,JJ,0
1563,kama,NN,0
1564,kamalayan,VB,0
1565,kamatian,NN,0
1566,kamatis,NN,0
1567,kamatood,NN,1
1568,kamaturan,NN,1
1569,kambing,NN,0
1570,kamera,NN,0
1571,kami,VB,0
1572,kamo,VB,0
1573,kamot,NN,0
1574,kamot,NN,0
1575,kamote,NN,0
1576,kamoteng,NN,0
1577,kamoti,NN,0
1578,kampay,NN,1
1579,kamrang,JJ,-1
1580,kamu,NN,0
1581,kamuraway,JJ,1
1582,kamut,NN,0
1583,kamutangan,NN,0
1584,kamuya,JJ,1
1585,kamuyang,JJ,1
1586,kamuyawan,JJ,1
1587,kanagtrabawu,NN,1
1588,kanako,NN,0
1589,kanakong,NN,0
1590,kanaku,NN,0
1591,kanakung,NN,0
1592,kanamo,NNS,0
1593,kanamomg,NNS,0
1594,kanamong,NNS,0
1595,kanamu,NNS,0
1596,kanamumuyang,VBD,1
1597,kanamung,NNS,0
1598,kananuk,JJ,0
1599,kanapapaha,JJ,-1
1600,kanarungug,VB,1
1601,kanasasakitan,VB,-1
1602,kanasusupug,JJ,-1
1603,kanato,NNS,0
1604,kanatong,NNS,0
1605,kanatu,NNS,0
1606,kanatung,NNS,0
1607,kanda,NNS,0
1608,kandang,NNS,0
1609,kandila,NN,0
1610,kanding,NN,0
1611,kangaminan,NNS,1
1612,kangangayamon,NN,1
1613,kangangayamun,NN,1
1614,kangayamon,NN,1
1615,kangayamun,NN,1
1616,kangkong,NN,0
1617,kanimo,NN,0
1618,kanimong,NN,0
1619,kanimu,NN,0
1620,kanimung,NN,0
1621,kaninyo,NN,0
1622,kaninyong,NN,0
1623,kaninyung,NN,0
1624,kaniyang,NN,0
1625,kanon,NN,0
1626,kanon,NN,0
1627,kanta,NN,0
1628,kantahan,NN,1
1629,kantang,NN,1
1630,kantawun,NN,1
1631,kanto,NN,0
1632,kantung,NN,0
1633,kantyaw,NN,-1
1634,kanugon,JJ,0
1635,kanun,NN,0
1636,kanya,NN,0
1637,kanyan,NN,0
1638,kanyang,NN,0
1639,kaon,NN,0
1640,kaon,VB,1
1641,kapadis,JJ,1
1642,kapagalan,NN,-1
1643,kapaha,NN,-1
1644,kapahamakan,NN,-1
1645,kapal,NN,-1
1646,kapariyong,JJ,0
1647,kaparyo,JJ,0
1648,kaparyu,JJ,0
1649,kaparyung,JJ,0
1650,kapasidad,NN,1
1651,kapasil,JJ,1
1652,kapatiran,NN,1
1653,kapayaba,NN,1
1654,kape,NN,0
1655,kapesabi,NN,0
1656,kapeyan,NN,0
1657,kapit,JJ,0
1658,kapital,NN,0
1659,kapitan,NN,0
1660,kapot,NN,0
1661,kapotan,NN,1
1662,kapresko,JJ,1
1663,kaptan,VB,1
1664,kapula,NN,0
1665,kapursigido,JJ,1
1666,kapursigidu,JJ,1
1667,kaputan,NN,1
1668,kaputi,NN,1
1669,kaputul,NN,1
1670,kapwa,NN,0
1671,kapyestan,NN,1
1672,karabasa,NN,0
1673,karayan,JJ,1
1674,karga,NN,1
1675,karne,NN,0
1676,karneng,NN,0
1677,karoson,NN,0
1678,karots,NN,0
1679,karpentero,NN,0
1680,karpintero,NN,0
1681,karton,NN,0
1682,kartun,NN,0
1683,karugo,NN,1
1684,kasabay,NN,1
1685,kasadit,JJ,0
1686,kasag,NN,1
1687,kasagkuran,JJ,1
1688,kasakitan,NN,-1
1689,kasal,NN,1
1690,kasalan,NN,1
1691,kasalan,NN,-1
1692,kasangkapan,NN,1
1693,kasapi,NN,1
1694,kasarian,NN,0
1695,kaserola,NN,0
1696,kasi,CC,0
1697,kasili,NN,0
1698,kasilyasan,NN,1
1699,kasimbagan,NN,0
1700,kasisilung,NN,0
1701,kaso,CC,-1
1702,kasusupgan,NN,-1
1703,katabang,NN,1
1704,katabang,NN,1
1705,kataga,NN,-1
1706,katakin,JJ,0
1707,katakut,VB,-1
1708,katam,NN,0
1709,katamang,NN,1
1710,katambay,NN,0
1711,katamtaman,JJ,0
1712,katnga,JJ,1
1713,katri,NN,0
1714,katudu,JJ,0
1715,katugbung,NN,1
1716,katumbas,JJ,1
1717,katungran,VB,1
1718,katuninungan,NN,1
1719,katurog,JJ,0
1720,katurug,JJ,0
1721,katurutugbung,JJ,1
1722,katuyuwan,NN,0
1723,kaudit,JJ,-1
1724,kauditan,JJ,-1
1725,kaun,NN,1
1726,kaungaan,NN,1
1727,kaunon,VB,1
1728,kaunting,VB,0
1729,kaunun,VB,1
1730,kausad,JJ,1
1731,kausayan,JJ,1
1732,kausip,NN,0
1733,kauulat,NN,-1
1734,kawa,NNP,0
1735,kawasa,CC,0
1736,kawasang,CC,0
1737,kawayan,NNP,0
1738,kawon,NNP,0
1739,kawoy,NNP,0
1740,kawoy,NN,0
1741,kawun,NNP,0
1742,kawuy,NN,0
1743,kawuy,NNP,0
1744,kaya,CC,0
1745,kayang,CC,0
1746,kayo,NN,0
1747,kayos,JJ,-1
1748,kaysa,CC,0
1749,kesa,CC,0
1750,keso,CC,1
1751,keysa,CC,0
1752,kiisay,NN,0
1753,kikilat,NN,-1
1754,kikintab,JJ,1
1755,kilwi,NN,0
1756,kimat,VB,1
1757,kinaban,NN,1
1758,kinabisara,VB,1
1759,kinagat,VB,-1
1760,kinakabisara,VB,1
1761,kinakaipuwan,VB,1
1762,kinakalkagan,NN,1
1763,kinakanta,VB,1
1764,kinakantan,VB,1
1765,kinakaon,VB,1
1766,kinakatakutan,VB,-1
1767,kinakatawan,VB,1
1768,kinakaun,VB,1
1769,kinakausip,VB,1
1770,kinakaya,VB,1
1771,kinaluwasan,VB,1
1772,kinamumutangan,VB,0
1773,kinamumuyawan,VB,1
1774,kinanan,VB,1
1775,kinaon,VB,1
1776,kinaputan,VB,0
1777,kinaramragan,RB,1
1778,kinaudmaan,RB,1
1779,kinaun,VB,1
1780,kinayasan,VB,-1
1781,kindi,CC,0
1782,kinding,CC,0
1783,kinilo,VB,1
1784,kinnuko,VBD,1
1785,kinnuku,VBD,1
1786,kinopya,VBD,1
1787,kintab,JJ,1
1788,kintana,VB,0
1789,kintanang,VB,0
1790,kinuko,VBD,1
1791,kinukontrol,VB,1
1792,kinuku,VBD,1
1793,kinukuko,VBD,1
1794,kinukuku,VB,1
1795,kinukulgan,VB,-1
1796,kinukuluran,VB,1
1797,kinukumpara,VBD,1
1798,kinukutkut,VB,1
1799,kinulong,VBD,-1
1800,kinulug,VBD,-1
1801,kinumusta,VBD,1
1802,kinupkop,VBD,1
1803,kinuritan,VBD,-1
1804,kinuskus,VBD,1
1805,kiray,JJ,1
1806,kiray,NN,0
1807,kisam,NN,1
1808,kisame,JJ,1
1809,kita,CC,0
1810,kitang,CC,0
1811,kitkilat,NN,-1
1812,kiton,CC,0
1813,kitun,CC,0
1814,klarado,JJ,1
1815,klase,NN,0
1816,klaseng,NN,0
1817,klasi,NN,0
1818,klasrum,NN,1
1819,klima,NN,1
1820,klinik,NN,1
1821,klinika,NN,1
1822,koko,NN,0
1823,koleheyo,NN,1
1824,kolektawon,VB,1
1825,kolor,NN,1
1826,koloran,VB,1
1827,kolum,NN,1
1828,kombinasyon,NN,0
1829,kompleto,JJ,1
1830,kompletong,JJ,1
1831,kompletuwun,JJ,1
1832,komplituwun,JJ,1
1833,komprehensibo,JJ,1
1834,komunida,NN,1
1835,komunidad,NN,1
1836,komunikasyon,NN,1
1837,koneksyon,JJ,1
1838,konektado,JJ,1
1839,kong,NN,0
1840,konklusyon,NN,1
1841,konkretong,NN,1
1842,konkretrong,NN,1
1843,konsepto,NN,1
1844,kontact,NN,1
1845,kontest,NN,1
1846,kontra,NN,-1
1847,koooo,UH,0
1848,kooperasyon,NN,1
1849,kooperatiba,NN,1
1850,kopya,NN,-1
1851,kopyahin,VB,0
1852,kopyawon,VB,1
1853,kopyawun,VB,1
1854,koron,NN,0
1855,korte,NN,1
1856,korteng,JJ,1
1857,kosadiri,NN,1
1858,kosta,NN,0
1859,kotse,NN,1
1860,krayola,NN,0
1861,krayterya,NN,1
1862,krima,NN,1
1863,krismas,NN,1
1864,kriteria,NN,1
1865,kriterya,NN,1
1866,kubo,NN,0
1867,kubug,JJ,-1
1868,kubung,NN,1
1869,kugus,JJ,1
1870,kuko,NN,1
1871,kukuon,VBP,1
1872,kulay,NN,1
1873,kulektawun,VBP,1
1874,kulit,JJ,0
1875,kulit,JJ,0
1876,kulog,JJ,-1
1877,kulor,NN,1
1878,kuloran,VBP,1
1879,kulot,JJ,0
1880,kulug,JJ,-1
1881,kulum,NN,1
1882,kulungan,NN,-1
1883,kulur,NN,1
1884,kuluran,VBP,1
1885,kulut,JJ,0
1886,kumos,NN,-1
1887,kumpas,NN,1
1888,kumpitisyon,NN,0
1889,kumpiyansa,NN,1
1890,kumpleto,JJ,1
1891,kumpletong,JR,1
1892,kumpletuhon,VB,1
1893,kumpletuhun,VB,1
1894,kumpletuwon,VB,1
1895,kumpletuwun,VB,1
1896,kumplewon,VB,1
1897,kumplitun,VB,1
1898,kumplituwon,VB,1
1899,kumplituwun,VB,1
1900,kumpurmi,JJ,1
1901,kumuko,VB,1
1902,kumuku,VB,1
1903,kumunikasyon,NN,1
1904,kumunsulta,VB,1
1905,kumusog,VB,1
1906,kumusta,VB,1
1907,kuna,NN,0
1908,kundi,IN,0
1909,kuno,VB,0
1910,kunsumo,NN,-1
1911,kuntento,JJ,1
1912,kuntintu,JJ,1
1913,kuntra,NN,-1
1914,kunu,VB,0
1915,kuon,VB,1
1916,kupagpupursige,VBD,1
1917,kupapalayugon,VBD,1
1918,kuprit,VB,-1
1919,kupya,NN,-1
1920,kupyang,NNS,-1
1921,kupyawon,VB,-1
1922,kupyawun,VB,-1
1923,kuripot,JJ,-1
1924,kurit,NN,0
1925,kuritan,VB,0
1926,kuro,NN,0
1927,kurong,JJ,0
1928,kurso,NN,1
1929,kurti,NN,1
1930,kuru,NN,0
1931,kuryente,NN,1
1932,kusog,JJ,1
1933,kusta,NN,1
1934,kusug,NN,1
1935,kususapon,VBD,1
1936,kutad,JJ,1
1937,kuting,NN,1
1938,kutis,NN,1
1939,kuto,NN,-1
1940,kutsara,NN,1
1941,kutsarita,NN,1
1942,kutsaritang,NN,1
1943,kutsilyong,NN,1
1944,kutsinta,NN,1
1945,kutud,NN,1
1946,kuun,VB,1
1947,kuwadrado,JJ,1
1948,kuwarto,NN,1
1949,kuweba,NN,1
1950,kuya,NN,1
1951,kuyugon,VBZ,1
1952,kwadrado,NN,1
1953,kwartu,NN,1
1954,kwela,NN,1
1955,kwintas,NN,1
1956,laba,NN,1
1957,laba,VB,0
1958,lababo,NN,1
1959,labahan,NN,-1
1960,labakara,NN,1
1961,laban,JJ,1
1962,labanan,VB,1
1963,labanos,NN,1
1964,labot,JJ,-1
1965,labu,NN,-1
1966,labut,JJ,-1
1967,lagadi,NN,1
1968,lahi,NN,0
1969,lainan,VB,0
1970,lakadbulan,NN,1
1971,lakaw,NN,1
1972,lakdang,NN,1
1973,lakwatsa,NN,0
1974,lalabhan,NN,-1
1975,lalabusan,NN,1
1976,laladawan,NN,1
1977,lalainon,VBP,1
1978,lalainun,VBP,1
1979,lalaki,NNPS,1
1980,lalangban,NN,1
1981,lalarawan,NN,1
1982,lalauman,NN,1
1983,lalawgon,NN,1
1984,lalawgon,NN,0
1985,lalawgun,NN,1
1986,lalong,NN,1
1987,lambang,NN,0
1988,lamesa,NN,1
1989,lamisa,NN,1
1990,lamud,NN,-1
1991,lana,NN,1
1992,langit,NN,1
1993,langka,NN,1
1994,langkag,JJ,-1
1995,langkaw,NN,1
1996,langow,NN,-1
1997,langow,NN,-1
1998,langoy,NN,1
1999,languw,NN,-1
2000,lansones,NN,1
2001,lapi,NN,1
2002,lapis,NN,1
2003,lapok,NN,0
2004,laptop,NN,1
2005,laso,NN,1
2006,lastikon,VB,-1
2007,lastikuhun,VBP,-1
2008,latang,NN,0
2009,latub,NN,-1
2010,laum,NN,-1
2011,lawa,NN,1
2012,lawas,NN,0
2013,lawod,NN,-1
2014,lawud,NN,-1
2015,laya,NN,1
2016,layi,NN,1
2017,layog,NN,1
2018,layoglayog,NN,-1
2019,lcc,NNP,1
2020,lebel,NNP,1
2021,lechon,NNP,1
2022,legeng,NN,1
2023,leksion,NN,1
2024,leksiyon,NN,1
2025,leksyon,NN,1
2026,leksyun,NN,1
2027,lemonada,NN,1
2028,lemunsito,NN,1
2029,lenggwahe,NN,0
2030,lengwaheng,NNS,0
2031,letra,NN,1
2032,letrana,VBD,1
2033,letrang,NN,1
2034,letratunug,NN,1
2035,libangan,NN,1
2036,libangbang,NN,1
2037,libot,NN,0
2038,librando,NNP,0
2039,libreng,NNS,1
2040,libro,NN,1
2041,librong,NNS,1
2042,libru,NN,1
2043,libut,NN,1
2044,lider,NN,1
2045,ligwan,NN,1
2046,lihamsurat,NN,1
2047,likay,NN,1
2048,likayan,VBP,1
2049,likod,NN,1
2050,liksyon,NN,1
2051,liksyun,NN,1
2052,likuran,NN,1
2053,lila,NNP,1
2054,lilay,NNP,1
2055,lilet,NNP,1
2056,lili,NP,1
2057,lilibangan,VBP,1
2058,lilikay,VB,1
2059,lilimbag,VBP,1
2060,lilista,VB,1
2061,lima,NN,1
2062,lima,NN,0
2063,limang,NNS,1
2064,limos,NN,1
2065,limpiya,NN,1
2066,limpiyan,VBP,1
2067,limpoy,NN,1
2068,limpuy,NN,1
2069,limpya,NN,1
2070,limpyan,VBP,1
2071,linala,NN,-1
2072,linalaom,VBD,-1
2073,linalaum,VBD,-1
2074,linalay,VB,-1
2075,linaw,NN,1
2076,linayog,VB,-1
2077,linayug,VB,-1
2078,linig,NN,1
2079,linigan,VBP,1
2080,linilibut,VB,0
2081,linilikayan,VB,1
2082,linnalangkaw,VB,1
2083,linnuluwas,VB,0
2084,linnuwas,VBD,0
2085,linog,NN,-1
2086,linta,NN,0
2087,linubak,NN,1
2088,linubutan,VBD,0
2089,linuluto,VBD,1
2090,linuog,VBD,0
2091,linuto,VBD,1
2092,linutong,VBD,1
2093,linya,NN,1
2094,linyang,NNS,1
2095,liog,NN,0
2096,litrato,NN,1
2097,liwanag,NN,1
2098,lobot,NN,0
2099,lokal,NN,1
2100,lokasyon,NN,1
2101,lollipap,NN,1
2102,lolo,NNPS,1
2103,longganisa,NN,1
2104,loog,NN,1
2105,lowa,NN,-1
2106,lubid,NN,0
2107,lubid,NN,0
2108,lubong,NN,-1
2109,lubot,NN,-1
2110,lubung,NN,-1
2111,lubut,NN,-1
2112,luga,NN,-1
2113,lugan,VB,1
2114,lugar,NN,0
2115,lugaw,NN,0
2116,lugod,VB,0
2117,lugud,VB,0
2118,lukso,NN,0
2119,luksong,NNS,0
2120,luksongtinik,NN,0
2121,luksu,NN,0
2122,lukton,NN,0
2123,luktun,NN,0
2124,lukuy,NN,0
2125,lulunadan,NN,1
2126,lulutu,VB,1
2127,lulutuon,VBG,1
2128,lulutuun,VBG,1
2129,luma,NN,-1
2130,lumabos,VB,0
2131,lumang,NNS,0
2132,lumukso,VB,0
2133,lumuludup,VBP,0
2134,lumulunad,VBP,0
2135,lumuluwas,VBP,0
2136,lumuwas,VB,0
2137,lun,UH,0
2138,lunad,NN,0
2139,lunadan,NN,0
2140,luneta,NNP,0
2141,luog,NN,0
2142,lupa,JJ,-1
2143,lupad,NN,0
2144,lupog,NN,-1
2145,lusong,VB,0
2146,lustab,VB,-1
2147,lutu,JJ,0
2148,luug,NN,0
2149,luwa,VB,0
2150,luwagun,VB,1
2151,luwas,UH,0
2152,luway,NN,0
2153,luyong,NN,0
2154,luyung,NN,0
2155,luzon,NN,0
2156,lyo,RB,0
2157,maaamay,JJ,1
2158,maaba,JJ,1
2159,maagnow,JJ,-1
2160,maagnow,JJR,-1
2161,maagnuw,JJ,-1
2162,maali,VB,-1
2163,maalin,VB,-1
2164,maalsum,JJ,-1
2165,maamot,JJ,1
2166,maamot,JJR,1
2167,maamut,JJ,1
2168,maanap,VB,1
2169,maanapan,VB,1
2170,maangin,JJ,1
2171,maapros,NN,-1
2172,maaring,VB,0
2173,maasgad,JJ,-1
2174,maasgad,JJR,-1
2175,maataman,VB,1
2176,maati,JJ,-1
2177,maati,JJ,-1
2178,maba,JJ,0
2179,mabababasa,VB,1
2180,mabababayad,VB,1
2181,mababakal,VB,1
2182,mababaklan,VB,1
2183,mababasa,VB,1
2184,mababatang,VB,0
2185,mababayad,VB,1
2186,mababayad,VB,1
2187,mababayaran,VB,1
2188,mabakal,VB,1
2189,mabakunahan,VB,1
